"78630e03a2cb3b70edec00869db163c07079d9bf,core/src/test/java/org/elasticsearch/common/settings/SettingsTests.java,SettingsTests.java,3,12139.440841729276,13,2,0,0,0,0,32,32,0,14,109,50,647,496,15,12154.326728720975,7,2,0,0,0,0,13,13,0,2,45,14,320,78,Rename Method,Rename Method	public testReplacePropertiesPlaceholderIgnores() : void renamed to public testReplacePropertiesPlaceholderIgnoresPrompt() : void in class org.elasticsearch.common.settings.SettingsTests"
"2bd09c4625898d77aa6c015c6f82cf973ed18cb7,core/src/test/java/org/elasticsearch/action/support/single/instance/TransportInstanceSingleOperationActionTests.java,TransportInstanceSingleOperationActionTests.java,14,8567.275135631258,43,6,0,6,0,1,22,15,2,0,42,35,290,127,14,8616.179015581216,42,6,0,6,0,1,21,16,2,0,35,35,282,133,Rename Method,Rename Method	public testSuccessAfterRetryWithExcpetionFromTransport() : void renamed to public testSuccessAfterRetryWithExceptionFromTransport() : void in class org.elasticsearch.action.support.single.instance.TransportInstanceSingleOperationActionTests"
"2bd09c4625898d77aa6c015c6f82cf973ed18cb7,core/src/test/java/org/elasticsearch/common/settings/SettingTests.java,SettingTests.java,4,18071.724587108856,15,2,0,7,1,4,30,30,0,18,110,44,595,403,12,17100.175275325008,12,2,0,3,0,0,16,16,0,5,65,27,328,112,Rename Method,Rename Method	public testDynamicKeySetting() : void renamed to public testPrefixKeySetting() : void in class org.elasticsearch.common.settings.SettingTests"
"bbdbfe7373b7734d0034ca95afa09a0cb6df11e6,core/src/test/java/org/elasticsearch/action/support/single/instance/TransportInstanceSingleOperationActionTests.java,TransportInstanceSingleOperationActionTests.java,14,8567.275135631258,43,6,0,6,0,1,22,15,2,0,42,35,290,127,14,8646.64177827093,42,6,0,6,0,1,21,16,2,0,36,35,283,133,Rename Method,Rename Method	public testSuccessAfterRetryWithExcpetionFromTransport() : void renamed to public testSuccessAfterRetryWithExceptionFromTransport() : void in class org.elasticsearch.action.support.single.instance.TransportInstanceSingleOperationActionTests"
"bbdbfe7373b7734d0034ca95afa09a0cb6df11e6,core/src/test/java/org/elasticsearch/common/settings/SettingTests.java,SettingTests.java,4,18071.724587108856,15,2,0,7,1,4,30,30,0,18,110,44,595,403,12,17100.175275325008,12,2,0,3,0,0,16,16,0,5,65,27,328,112,Rename Method,Rename Method	public testDynamicKeySetting() : void renamed to public testPrefixKeySetting() : void in class org.elasticsearch.common.settings.SettingTests"
"06487b0ac51633c4f192e6982d3682be1d2babd3,core/src/test/java/org/elasticsearch/search/suggest/SuggestBuilderTests.java,SuggestBuilderTests.java,23,5117.686463701706,17,2,0,3,0,3,10,7,4,13,33,26,149,25,28,2770.8702073332365,14,3,0,0,0,0,6,2,0,6,32,17,122,15,Extract Method,Extract Method	public randomSuggestBuilder() : SuggestBuilder extracted from protected createTestModel() : SuggestBuilder in class org.elasticsearch.search.suggest.SuggestBuilderTests"
"06487b0ac51633c4f192e6982d3682be1d2babd3,core/src/test/java/org/elasticsearch/search/suggest/term/TermSuggestionBuilderTests.java,TermSuggestionBuilderTests.java,18,6549.593236581982,11,2,0,0,0,0,10,4,4,4,52,31,221,45,13,6423.43297082235,10,2,0,0,0,0,9,2,0,0,42,51,287,36,Extract Method,Extract Method	public randomTermSuggestionBuilder() : TermSuggestionBuilder extracted from protected randomSuggestionBuilder() : TermSuggestionBuilder in class org.elasticsearch.search.suggest.term.TermSuggestionBuilderTests"
"330f2919cbe6037525b79f82578af5ff5204c6b0,core/src/test/java/org/elasticsearch/action/support/single/instance/TransportInstanceSingleOperationActionTests.java,TransportInstanceSingleOperationActionTests.java,14,8785.222752552625,43,6,0,6,0,1,22,15,2,0,42,35,290,127,14,8616.179015581216,42,6,0,6,0,1,21,16,2,0,35,35,282,133,Rename Method,Rename Method	public testSuccessAfterRetryWithExcpetionFromTransport() : void renamed to public testSuccessAfterRetryWithExceptionFromTransport() : void in class org.elasticsearch.action.support.single.instance.TransportInstanceSingleOperationActionTests"
"330f2919cbe6037525b79f82578af5ff5204c6b0,core/src/test/java/org/elasticsearch/common/settings/SettingTests.java,SettingTests.java,4,18071.724587108856,15,2,0,7,1,4,30,30,0,18,110,44,595,403,12,17100.175275325008,12,2,0,3,0,0,16,16,0,5,65,27,328,112,Rename Method,Rename Method	public testDynamicKeySetting() : void renamed to public testPrefixKeySetting() : void in class org.elasticsearch.common.settings.SettingTests"
"31dcb3e18bc62945d2557cf804c7b2feff8b61ca,core/src/test/java/org/elasticsearch/search/suggest/SuggestBuilderTests.java,SuggestBuilderTests.java,24,3403.8876788305383,17,2,0,3,0,3,10,7,4,13,33,26,149,25,28,2770.8702073332365,14,3,0,0,0,0,6,2,0,6,32,17,122,15,Extract Method,Extract Method	public randomSuggestBuilder() : SuggestBuilder extracted from protected createTestModel() : SuggestBuilder in class org.elasticsearch.search.suggest.SuggestBuilderTests"
"31dcb3e18bc62945d2557cf804c7b2feff8b61ca,core/src/test/java/org/elasticsearch/search/suggest/term/TermSuggestionBuilderTests.java,TermSuggestionBuilderTests.java,18,7306.754365075877,11,2,0,0,0,0,10,4,4,4,52,31,221,45,13,6423.43297082235,10,2,0,0,0,0,9,2,0,0,42,51,287,36,Extract Method,Extract Method	public randomTermSuggestionBuilder() : TermSuggestionBuilder extracted from protected randomSuggestionBuilder() : TermSuggestionBuilder in class org.elasticsearch.search.suggest.term.TermSuggestionBuilderTests"
"97638c95fc662728f0c0aff8d450274b9a27ad65,core/src/test/java/org/elasticsearch/common/settings/SettingTests.java,SettingTests.java,4,19483.72785367511,15,2,0,7,1,4,30,30,0,18,110,44,595,403,11,18071.724587108856,12,2,0,3,0,0,17,17,0,5,66,29,346,128,Rename Method,Rename Method	public testPrefixKeySetting() : void renamed to public testDynamicKeySetting() : void in class org.elasticsearch.common.settings.SettingTests"
"f0074668db8dd665d62b14b64650a3e2173f0470,core/src/test/java/org/elasticsearch/common/settings/SettingTests.java,SettingTests.java,4,19483.72785367511,15,2,0,7,1,4,30,30,0,18,110,44,595,403,11,18071.724587108856,12,2,0,3,0,0,17,17,0,5,66,29,346,128,Rename Method,Rename Method	public testPrefixKeySetting() : void renamed to public testDynamicKeySetting() : void in class org.elasticsearch.common.settings.SettingTests"
"bd96075f7f7140ef61c619bc4399bf43af7e83fb,core/src/test/java/org/elasticsearch/common/settings/SettingTests.java,SettingTests.java,4,19483.72785367511,15,2,0,7,1,4,30,30,0,18,110,44,595,403,11,18071.724587108856,12,2,0,3,0,0,17,17,0,5,66,29,346,128,Rename Method,Rename Method	public testPrefixKeySetting() : void renamed to public testDynamicKeySetting() : void in class org.elasticsearch.common.settings.SettingTests"
"2b18a3ce1dcc53313fc447344c9c6642fc46aee9,core/src/test/java/org/elasticsearch/gateway/DanglingIndicesStateTests.java,DanglingIndicesStateTests.java,26,3723.8836803542717,14,2,0,1,0,1,6,5,0,2,34,13,140,3,32,2601.6628208990555,7,2,0,1,0,1,3,3,0,1,23,7,98,1,Rename Method,Rename Method	public testRenameOfIndexState() : void renamed to public testInvalidIndexFolder() : void in class org.elasticsearch.gateway.DanglingIndicesStateTests"
"1f1f6861b777cff0deb925ba88b623d2b3c249ed,core/src/test/java/org/elasticsearch/gateway/DanglingIndicesStateTests.java,DanglingIndicesStateTests.java,26,3723.8836803542717,14,2,0,1,0,1,6,5,0,2,34,13,140,3,32,2601.6628208990555,7,2,0,1,0,1,3,3,0,1,23,7,98,1,Rename Method,Rename Method	public testRenameOfIndexState() : void renamed to public testInvalidIndexFolder() : void in class org.elasticsearch.gateway.DanglingIndicesStateTests"
"b4b874f0d81f123c70d6c27714844d75f8df6b4e,core/src/test/java/org/elasticsearch/gateway/DanglingIndicesStateTests.java,DanglingIndicesStateTests.java,26,3723.8836803542717,14,2,0,1,0,1,6,5,0,2,34,13,140,3,32,2601.6628208990555,7,2,0,1,0,1,3,3,0,1,23,7,98,1,Rename Method,Rename Method	public testRenameOfIndexState() : void renamed to public testInvalidIndexFolder() : void in class org.elasticsearch.gateway.DanglingIndicesStateTests"
"858610d0d10cd9ac33f3e460528a1f9f80863257,core/src/test/java/org/elasticsearch/common/settings/SettingTests.java,SettingTests.java,4,19483.72785367511,15,2,0,7,1,4,30,30,0,18,110,44,595,403,11,18071.724587108856,12,2,0,3,0,0,17,17,0,5,66,29,346,128,Rename Method,Rename Method	public testPrefixKeySetting() : void renamed to public testDynamicKeySetting() : void in class org.elasticsearch.common.settings.SettingTests"
"858610d0d10cd9ac33f3e460528a1f9f80863257,core/src/test/java/org/elasticsearch/gateway/DanglingIndicesStateTests.java,DanglingIndicesStateTests.java,26,3723.8836803542717,14,2,0,1,0,1,6,5,0,2,34,13,140,3,32,2601.6628208990555,7,2,0,1,0,1,3,3,0,1,23,7,98,1,Rename Method,Rename Method	public testRenameOfIndexState() : void renamed to public testInvalidIndexFolder() : void in class org.elasticsearch.gateway.DanglingIndicesStateTests"
"bf390a935e8dfcb09a12dcf387c838fb7029ae1c,core/src/test/java/org/elasticsearch/common/settings/SettingTests.java,SettingTests.java,4,19483.72785367511,15,2,0,7,1,4,30,30,0,18,110,44,595,403,11,18071.724587108856,12,2,0,3,0,0,17,17,0,5,66,29,346,128,Rename Method,Rename Method	public testPrefixKeySetting() : void renamed to public testDynamicKeySetting() : void in class org.elasticsearch.common.settings.SettingTests"
"bf390a935e8dfcb09a12dcf387c838fb7029ae1c,core/src/test/java/org/elasticsearch/gateway/DanglingIndicesStateTests.java,DanglingIndicesStateTests.java,26,3723.8836803542717,14,2,0,1,0,1,6,5,0,2,34,13,140,3,32,2601.6628208990555,7,2,0,1,0,1,3,3,0,1,23,7,98,1,Rename Method,Rename Method	public testRenameOfIndexState() : void renamed to public testInvalidIndexFolder() : void in class org.elasticsearch.gateway.DanglingIndicesStateTests"
"64d362ab9dafecede99d27f1bc59a4cd848bc9f9,core/src/test/java/org/elasticsearch/search/sort/FieldSortBuilderTests.java,FieldSortBuilderTests.java,14,1302.0,25,3,0,2,0,1,16,10,0,4,68,57,376,117,35,1251.385578225769,3,3,0,0,0,0,2,0,0,12,21,21,74,1,Extract Method,Extract Method	public randomFieldSortBuilder() : FieldSortBuilder extracted from protected createTestItem() : FieldSortBuilder in class org.elasticsearch.search.sort.FieldSortBuilderTests"
"64d362ab9dafecede99d27f1bc59a4cd848bc9f9,core/src/test/java/org/elasticsearch/search/sort/GeoDistanceSortBuilderTests.java,GeoDistanceSortBuilderTests.java,4,5864.929912899669,30,3,0,0,0,0,24,15,3,9,87,72,562,325,16,5813.649107198168,14,3,0,0,0,0,10,3,4,17,47,48,229,45,Extract Method,Extract Method	public randomGeoDistanceSortBuilder() : GeoDistanceSortBuilder extracted from protected createTestItem() : GeoDistanceSortBuilder in class org.elasticsearch.search.sort.GeoDistanceSortBuilderTests"
"64d362ab9dafecede99d27f1bc59a4cd848bc9f9,core/src/test/java/org/elasticsearch/search/sort/ScoreSortBuilderTests.java,ScoreSortBuilderTests.java,35,1081.0891816443068,8,3,0,0,0,0,8,4,1,1,17,12,84,28,37,1059.0869253774383,9,3,0,1,1,0,4,2,0,0,14,8,71,4,Extract Method,Extract Method	public randomScoreSortBuilder() : ScoreSortBuilder extracted from protected createTestItem() : ScoreSortBuilder in class org.elasticsearch.search.sort.ScoreSortBuilderTests"
"64d362ab9dafecede99d27f1bc59a4cd848bc9f9,core/src/test/java/org/elasticsearch/search/sort/ScriptSortBuilderTests.java,ScriptSortBuilderTests.java,11,6809.860065471551,25,3,0,0,0,0,20,16,1,3,53,49,359,231,16,6750.401831092359,12,3,0,1,1,0,11,9,0,7,39,39,245,13,Extract Method,Extract Method	public randomScriptSortBuilder() : ScriptSortBuilder extracted from protected createTestItem() : ScriptSortBuilder in class org.elasticsearch.search.sort.ScriptSortBuilderTests"
"e50eeeaffb33d7eaa0f7c2ebc71f1208460f4fcd,core/src/test/java/org/elasticsearch/index/fielddata/ordinals/MultiOrdinalsTests.java,MultiOrdinalsTests.java,11,8447.464079374357,11,2,0,2,0,0,8,6,0,3,28,68,251,25,10,8663.097716339056,12,2,0,2,0,0,10,6,1,4,33,70,266,54,Inline Method,Inline Method	protected creationMultiOrdinals(builder OrdinalsBuilder, settings Settings.Builder) : Ordinals inlined to protected creationMultiOrdinals(builder OrdinalsBuilder) : Ordinals in class org.elasticsearch.index.fielddata.ordinals.MultiOrdinalsTests"
"030453d320e9973aab45737083322ea2ea56028d,core/src/test/java/org/elasticsearch/index/fielddata/ordinals/MultiOrdinalsTests.java,MultiOrdinalsTests.java,11,8447.464079374357,11,2,0,2,0,0,8,6,0,3,28,68,251,25,10,8663.097716339056,12,2,0,2,0,0,10,6,1,4,33,70,266,54,Inline Method,Inline Method	protected creationMultiOrdinals(builder OrdinalsBuilder, settings Settings.Builder) : Ordinals inlined to protected creationMultiOrdinals(builder OrdinalsBuilder) : Ordinals in class org.elasticsearch.index.fielddata.ordinals.MultiOrdinalsTests"
"ececff357b989aa3633ed6d581df03b6544ad87f,core/src/test/java/org/elasticsearch/search/sort/FieldSortBuilderTests.java,FieldSortBuilderTests.java,14,1302.0,25,3,0,2,0,1,16,10,0,4,68,57,376,117,35,1251.385578225769,3,3,0,0,0,0,2,0,0,12,21,21,74,1,Extract Method,Extract Method	public randomFieldSortBuilder() : FieldSortBuilder extracted from protected createTestItem() : FieldSortBuilder in class org.elasticsearch.search.sort.FieldSortBuilderTests"
"ececff357b989aa3633ed6d581df03b6544ad87f,core/src/test/java/org/elasticsearch/search/sort/GeoDistanceSortBuilderTests.java,GeoDistanceSortBuilderTests.java,4,5864.929912899669,30,3,0,0,0,0,24,15,3,9,87,72,562,325,16,5813.649107198168,14,3,0,0,0,0,10,3,4,17,47,48,229,45,Extract Method,Extract Method	public randomGeoDistanceSortBuilder() : GeoDistanceSortBuilder extracted from protected createTestItem() : GeoDistanceSortBuilder in class org.elasticsearch.search.sort.GeoDistanceSortBuilderTests"
"ececff357b989aa3633ed6d581df03b6544ad87f,core/src/test/java/org/elasticsearch/search/sort/ScoreSortBuilderTests.java,ScoreSortBuilderTests.java,35,1081.0891816443068,8,3,0,0,0,0,8,4,1,1,17,12,84,28,37,1059.0869253774383,9,3,0,1,1,0,4,2,0,0,14,8,71,4,Extract Method,Extract Method	public randomScoreSortBuilder() : ScoreSortBuilder extracted from protected createTestItem() : ScoreSortBuilder in class org.elasticsearch.search.sort.ScoreSortBuilderTests"
"ececff357b989aa3633ed6d581df03b6544ad87f,core/src/test/java/org/elasticsearch/search/sort/ScriptSortBuilderTests.java,ScriptSortBuilderTests.java,11,6809.860065471551,25,3,0,0,0,0,20,16,1,3,53,49,359,231,16,6750.401831092359,12,3,0,1,1,0,11,9,0,7,39,39,245,13,Extract Method,Extract Method	public randomScriptSortBuilder() : ScriptSortBuilder extracted from protected createTestItem() : ScriptSortBuilder in class org.elasticsearch.search.sort.ScriptSortBuilderTests"
"27d4994affd5ceaf16785465fd7b89ebec1cb95a,core/src/test/java/org/elasticsearch/search/sort/FieldSortBuilderTests.java,FieldSortBuilderTests.java,13,1783.456560955274,25,3,0,2,0,1,16,10,0,4,68,57,376,117,35,1251.385578225769,3,3,0,0,0,0,2,0,0,12,21,21,74,1,Extract Method,Extract Method	public randomFieldSortBuilder() : FieldSortBuilder extracted from protected createTestItem() : FieldSortBuilder in class org.elasticsearch.search.sort.FieldSortBuilderTests"
"27d4994affd5ceaf16785465fd7b89ebec1cb95a,core/src/test/java/org/elasticsearch/search/sort/GeoDistanceSortBuilderTests.java,GeoDistanceSortBuilderTests.java,4,6249.100569925466,30,3,0,0,0,0,24,15,3,9,87,72,562,325,16,5813.649107198168,14,3,0,0,0,0,10,3,4,17,47,48,229,45,Extract Method,Extract Method	public randomGeoDistanceSortBuilder() : GeoDistanceSortBuilder extracted from protected createTestItem() : GeoDistanceSortBuilder in class org.elasticsearch.search.sort.GeoDistanceSortBuilderTests"
"27d4994affd5ceaf16785465fd7b89ebec1cb95a,core/src/test/java/org/elasticsearch/search/sort/ScoreSortBuilderTests.java,ScoreSortBuilderTests.java,35,1327.5253533481116,8,3,0,0,0,0,8,4,1,1,17,12,84,28,37,1059.0869253774383,9,3,0,1,1,0,4,2,0,0,14,8,71,4,Extract Method,Extract Method	public randomScoreSortBuilder() : ScoreSortBuilder extracted from protected createTestItem() : ScoreSortBuilder in class org.elasticsearch.search.sort.ScoreSortBuilderTests"
"27d4994affd5ceaf16785465fd7b89ebec1cb95a,core/src/test/java/org/elasticsearch/search/sort/ScriptSortBuilderTests.java,ScriptSortBuilderTests.java,11,7123.632363616251,25,3,0,0,0,0,20,16,1,3,53,49,359,231,16,6750.401831092359,12,3,0,1,1,0,11,9,0,7,39,39,245,13,Extract Method,Extract Method	public randomScriptSortBuilder() : ScriptSortBuilder extracted from protected createTestItem() : ScriptSortBuilder in class org.elasticsearch.search.sort.ScriptSortBuilderTests"
"cabc4b16360e4e63a00ae617f0b00628ca894a63,core/src/test/java/org/elasticsearch/action/ingest/SimulateExecutionServiceTests.java,SimulateExecutionServiceTests.java,22,7060.537251930007,16,2,0,4,0,0,9,9,0,6,31,10,190,0,21,8570.27087418498,19,2,0,5,0,0,10,10,0,6,28,11,187,0,Rename Method,Rename Method	public testExecuteVerboseItemWithFailure() : void renamed to public testExecuteVerboseItemExceptionWithoutOnFailure() : void in class org.elasticsearch.action.ingest.SimulateExecutionServiceTests"
"7f812f59903b5d82e2ac190b00d3fbd2ac87bf20,core/src/test/java/org/elasticsearch/action/ingest/SimulateExecutionServiceTests.java,SimulateExecutionServiceTests.java,22,7060.537251930007,16,2,0,4,0,0,9,9,0,6,31,10,190,0,21,8570.27087418498,19,2,0,5,0,0,10,10,0,6,28,11,187,0,Rename Method,Rename Method	public testExecuteVerboseItemWithFailure() : void renamed to public testExecuteVerboseItemExceptionWithoutOnFailure() : void in class org.elasticsearch.action.ingest.SimulateExecutionServiceTests"
"91021e3019d205b515a13b0a8b1ccd7c855d6368,core/src/test/java/org/elasticsearch/action/ingest/SimulateExecutionServiceTests.java,SimulateExecutionServiceTests.java,22,7060.537251930007,16,2,0,4,0,0,9,9,0,6,31,10,190,0,21,8570.27087418498,19,2,0,5,0,0,10,10,0,6,28,11,187,0,Rename Method,Rename Method	public testExecuteVerboseItemWithFailure() : void renamed to public testExecuteVerboseItemExceptionWithoutOnFailure() : void in class org.elasticsearch.action.ingest.SimulateExecutionServiceTests"
"91021e3019d205b515a13b0a8b1ccd7c855d6368,core/src/test/java/org/elasticsearch/cluster/routing/RoutingTableTests.java,RoutingTableTests.java,13,12880.688701555104,19,2,0,10,0,3,17,14,1,7,77,31,316,0,9,17899.723005528693,14,2,0,13,0,3,23,12,0,0,79,44,345,0,Inline Method,Inline Method	private applyRerouteResult(rerouteResult RoutingAllocation.Result) : void inlined to private startInitializingShards(index String) : void in class org.elasticsearch.cluster.routing.RoutingTableTests"
"91021e3019d205b515a13b0a8b1ccd7c855d6368,core/src/test/java/org/elasticsearch/cluster/routing/ShardRoutingTests.java,ShardRoutingTests.java,15,10275.144373138288,11,2,0,0,0,0,5,4,0,0,52,45,211,10,10,11434.146738914493,11,2,0,0,0,0,9,8,0,2,74,53,307,36,Rename Method,Rename Method	public testEqualsIgnoringMetaData() : void renamed to public testEqualsIgnoringVersion() : void in class org.elasticsearch.cluster.routing.ShardRoutingTests"
"91021e3019d205b515a13b0a8b1ccd7c855d6368,core/src/test/java/org/elasticsearch/gateway/PrimaryShardAllocatorTests.java,PrimaryShardAllocatorTests.java,6,23149.545147735866,35,3,0,6,0,0,31,22,0,5,72,43,446,48,1,21791.390481497077,25,3,0,6,0,0,33,27,0,11,57,74,507,0,Inline Method,Inline Method	protected assertNotAllocated(allocation RoutingAllocation, changed boolean) : void inlined to public testNoAsyncFetchData() : void in class org.elasticsearch.gateway.PrimaryShardAllocatorTests"
"91021e3019d205b515a13b0a8b1ccd7c855d6368,core/src/test/java/org/elasticsearch/index/fielddata/ordinals/MultiOrdinalsTests.java,MultiOrdinalsTests.java,11,8447.464079374357,11,2,0,2,0,0,8,6,0,3,28,68,251,25,10,8663.097716339056,12,2,0,2,0,0,10,6,1,4,33,70,266,54,Inline Method,Inline Method	protected creationMultiOrdinals(builder OrdinalsBuilder, settings Settings.Builder) : Ordinals inlined to protected creationMultiOrdinals(builder OrdinalsBuilder) : Ordinals in class org.elasticsearch.index.fielddata.ordinals.MultiOrdinalsTests"
"91021e3019d205b515a13b0a8b1ccd7c855d6368,core/src/test/java/org/elasticsearch/index/shard/IndexShardTests.java,IndexShardTests.java,0,62385.401549861876,90,3,0,4,0,0,77,66,3,79,319,264,2178,7989,0,58836.06182599061,81,2,0,0,0,0,40,34,2,18,283,101,1200,1653,Rename Method,Rename Method	public testIndexOperationsCounter() : void renamed to public testOperationLocksOnPrimaryShards() : void in class org.elasticsearch.index.shard.IndexShardTests"
"91021e3019d205b515a13b0a8b1ccd7c855d6368,core/src/test/java/org/elasticsearch/search/sort/FieldSortBuilderTests.java,FieldSortBuilderTests.java,13,1783.456560955274,25,3,0,2,0,1,16,10,0,4,68,57,376,117,35,1251.385578225769,3,3,0,0,0,0,2,0,0,12,21,21,74,1,Extract Method,Extract Method	public randomFieldSortBuilder() : FieldSortBuilder extracted from protected createTestItem() : FieldSortBuilder in class org.elasticsearch.search.sort.FieldSortBuilderTests"
"91021e3019d205b515a13b0a8b1ccd7c855d6368,core/src/test/java/org/elasticsearch/search/sort/GeoDistanceSortBuilderTests.java,GeoDistanceSortBuilderTests.java,4,6249.100569925466,30,3,0,0,0,0,24,15,3,9,87,72,562,325,16,5813.649107198168,14,3,0,0,0,0,10,3,4,17,47,48,229,45,Extract Method,Extract Method	public randomGeoDistanceSortBuilder() : GeoDistanceSortBuilder extracted from protected createTestItem() : GeoDistanceSortBuilder in class org.elasticsearch.search.sort.GeoDistanceSortBuilderTests"
"91021e3019d205b515a13b0a8b1ccd7c855d6368,core/src/test/java/org/elasticsearch/search/sort/ScoreSortBuilderTests.java,ScoreSortBuilderTests.java,35,1327.5253533481116,8,3,0,0,0,0,8,4,1,1,17,12,84,28,37,1059.0869253774383,9,3,0,1,1,0,4,2,0,0,14,8,71,4,Extract Method,Extract Method	public randomScoreSortBuilder() : ScoreSortBuilder extracted from protected createTestItem() : ScoreSortBuilder in class org.elasticsearch.search.sort.ScoreSortBuilderTests"
"91021e3019d205b515a13b0a8b1ccd7c855d6368,core/src/test/java/org/elasticsearch/search/sort/ScriptSortBuilderTests.java,ScriptSortBuilderTests.java,11,7123.632363616251,25,3,0,0,0,0,20,16,1,3,53,49,359,231,16,6750.401831092359,12,3,0,1,1,0,11,9,0,7,39,39,245,13,Extract Method,Extract Method	public randomScriptSortBuilder() : ScriptSortBuilder extracted from protected createTestItem() : ScriptSortBuilder in class org.elasticsearch.search.sort.ScriptSortBuilderTests"
"a9f4982c406a574aeb4460cb63e231fe835e4b41,core/src/test/java/org/elasticsearch/action/ingest/SimulateExecutionServiceTests.java,SimulateExecutionServiceTests.java,22,7060.537251930007,16,2,0,4,0,0,9,9,0,6,31,10,190,0,21,8570.27087418498,19,2,0,5,0,0,10,10,0,6,28,11,187,0,Rename Method,Rename Method	public testExecuteVerboseItemWithFailure() : void renamed to public testExecuteVerboseItemExceptionWithoutOnFailure() : void in class org.elasticsearch.action.ingest.SimulateExecutionServiceTests"
"407e2cdcf93475e2b326228eaf169fa2572d7d8b,core/src/test/java/org/elasticsearch/action/ingest/SimulateExecutionServiceTests.java,SimulateExecutionServiceTests.java,22,7060.537251930007,16,2,0,4,0,0,9,9,0,6,31,10,190,0,21,8570.27087418498,19,2,0,5,0,0,10,10,0,6,28,11,187,0,Rename Method,Rename Method	public testExecuteVerboseItemWithFailure() : void renamed to public testExecuteVerboseItemExceptionWithoutOnFailure() : void in class org.elasticsearch.action.ingest.SimulateExecutionServiceTests"
"46e4ea9d1642933bae2b5fcb42d04afc75f6c65e,core/src/test/java/org/elasticsearch/search/sort/GeoDistanceSortBuilderTests.java,GeoDistanceSortBuilderTests.java,3,7913.64282865458,30,3,0,0,0,0,24,15,3,9,87,72,562,325,13,6882.671704948228,16,3,0,0,0,0,14,5,5,18,55,53,257,91,Rename Method,Rename Method	public testReverseOptionFails() : void renamed to public testReverseOptionFailsWhenNonStringField() : void in class org.elasticsearch.search.sort.GeoDistanceSortBuilderTests"
"1110e5bdb6d695e1a781de3f5a807cc7d7403ff3,core/src/test/java/org/elasticsearch/action/ingest/SimulateExecutionServiceTests.java,SimulateExecutionServiceTests.java,22,7060.537251930007,16,2,0,4,0,0,9,9,0,6,31,10,190,0,21,8570.27087418498,19,2,0,5,0,0,10,10,0,6,28,11,187,0,Rename Method,Rename Method	public testExecuteVerboseItemWithFailure() : void renamed to public testExecuteVerboseItemExceptionWithoutOnFailure() : void in class org.elasticsearch.action.ingest.SimulateExecutionServiceTests"
"1e06139584186bc58df1323d259f1289ec8a1839,core/src/test/java/org/elasticsearch/index/shard/IndexShardTests.java,IndexShardTests.java,0,68836.40849539309,90,3,0,4,0,0,77,66,3,79,319,264,2178,7989,0,66071.82475350502,82,2,0,0,0,0,42,36,2,36,294,121,1333,2016,Extract Method,Extract Method	private recoverShard(newShard IndexShard, oldRouting ShardRouting) : IndexShard extracted from private reinitWithWrapper(indexService IndexService, shard IndexShard, wrapper IndexSearcherWrapper, listeners IndexingOperationListener[]) : IndexShard in class org.elasticsearch.index.shard.IndexShardTests"
"16c12afabe0f2420ae55b4adc116fd3162c305ad,core/src/test/java/org/elasticsearch/index/query/functionscore/FunctionScoreQueryBuilderTests.java,FunctionScoreQueryBuilderTests.java,0,21204.580966046975,52,4,0,2,1,2,39,25,5,11,107,95,771,735,0,20265.60572991845,31,2,0,0,0,0,24,21,1,4,85,94,695,276,Extract Method,Extract Method	private createRandomFunctionScoreBuilder() : FunctionScoreQueryBuilder extracted from protected doCreateTestQueryBuilder() : FunctionScoreQueryBuilder in class org.elasticsearch.index.query.functionscore.FunctionScoreQueryBuilderTests"
"d97d5ebb8b6d9fabf043c51b048aa41a359f3093,core/src/test/java/org/elasticsearch/common/network/NetworkAddressTests.java,NetworkAddressTests.java,33,1962.1872635387485,2,2,0,0,0,0,10,7,0,6,12,11,88,45,29,3304.828107576619,2,2,0,0,0,0,13,11,0,8,12,15,107,78,Extract Method,Extract Method	private roundTrip(bytes byte[]) : void extracted from public testRoundTripV4() : void in class org.elasticsearch.common.network.NetworkAddressTests"
"4adc31fe115ac508cc9d8814204c66c6933161c2,core/src/test/java/org/elasticsearch/index/store/IndexStoreTests.java,IndexStoreTests.java,32,2982.0,13,2,0,0,0,0,2,1,0,0,16,13,84,1,28,3162.466065236588,15,2,0,0,0,0,3,3,0,0,24,18,113,3,Extract Method,Extract Method	private doTestStoreDirectory(index Index, tempDir Path, typeSettingValue String, type IndexModule.Type) : void extracted from public testStoreDirectory() : void in class org.elasticsearch.index.store.IndexStoreTests"
"0eb1a816c8ad5ba8c630d8af783210fb79b7901b,core/src/test/java/org/elasticsearch/index/IndexModuleTests.java,IndexModuleTests.java,9,15421.543840775792,73,5,0,17,0,0,29,27,0,12,72,40,389,227,7,16600.90072253753,73,5,0,12,0,0,30,29,1,6,70,47,438,113,Rename Method,Rename Method	public testForceCacheType() : void renamed to public testForceCustomQueryCache() : void in class org.elasticsearch.index.IndexModuleTests"
"31ca8fa41149dbe870936ae058b47defb45f8711,core/src/test/java/org/elasticsearch/action/ingest/SimulateExecutionServiceTests.java,SimulateExecutionServiceTests.java,22,6795.870645488919,16,2,0,4,0,0,9,9,0,6,31,10,190,0,21,8570.27087418498,19,2,0,5,0,0,10,10,0,6,28,11,187,0,Rename Method,Rename Method	public testExecuteVerboseItemWithFailure() : void renamed to public testExecuteVerboseItemExceptionWithoutOnFailure() : void in class org.elasticsearch.action.ingest.SimulateExecutionServiceTests"
