"286c1719879e0b5d1b0d665d4bdfdf835e0f7b40,hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-app/src/test/java/org/apache/hadoop/mapreduce/v2/app/job/impl/TestTaskImpl.java,TestTaskImpl.java,1,12444.66385148365,50,4,0,26,0,1,59,35,0,1,61,65,640,196,7,11730.555393451585,49,4,0,28,0,1,47,24,0,1,52,47,454,235,Rename Method,Rename Method	private runSpeculativeTaskAttemptSucceedsEvenIfFirstFails(failEvent TaskEventType) : void renamed to private runSpeculativeTaskAttemptSucceeds(firstAttemptFinishEvent TaskEventType) : void in class org.apache.hadoop.mapreduce.v2.app.job.impl.TestTaskImpl"
"53790d33000cb5804779a56ac3891d0e0e5a904d,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-common/src/test/java/org/apache/hadoop/yarn/util/TestFSDownload.java,TestFSDownload.java,0,23830.358485700533,29,1,0,3,0,3,20,11,8,27,111,72,631,169,3,20394.634099954597,25,1,0,3,0,3,17,9,7,21,91,58,525,74,Extract Method,Extract Method	package createFile(files FileContext, p Path, len int, r Random) : void extracted from package createFile(files FileContext, p Path, len int, r Random, vis LocalResourceVisibility) : LocalResource in class org.apache.hadoop.yarn.util.TestFSDownload"
"9695bc7af6e07dc808321ce1335b4ba220010f55,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-common/src/test/java/org/apache/hadoop/yarn/util/TestFSDownload.java,TestFSDownload.java,0,23830.358485700533,29,1,0,3,0,3,20,11,8,27,111,72,631,169,3,20394.634099954597,25,1,0,3,0,3,17,9,7,21,91,58,525,74,Extract Method,Extract Method	package createFile(files FileContext, p Path, len int, r Random) : void extracted from package createFile(files FileContext, p Path, len int, r Random, vis LocalResourceVisibility) : LocalResource in class org.apache.hadoop.yarn.util.TestFSDownload"
"54074a77ba64bffbdf753735a05214e3aa6409fa,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-common/src/test/java/org/apache/hadoop/yarn/util/TestFSDownload.java,TestFSDownload.java,0,23830.358485700533,29,1,0,3,0,3,20,11,8,27,111,72,631,169,3,20394.634099954597,25,1,0,3,0,3,17,9,7,21,91,58,525,74,Extract Method,Extract Method	package createFile(files FileContext, p Path, len int, r Random) : void extracted from package createFile(files FileContext, p Path, len int, r Random, vis LocalResourceVisibility) : LocalResource in class org.apache.hadoop.yarn.util.TestFSDownload"
"06579878dfca0b634aaecfe63bb90c46113b3037,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-common/src/test/java/org/apache/hadoop/yarn/util/TestProcfsBasedProcessTree.java,TestProcfsBasedProcessTree.java,0,25475.185445496067,19,2,0,15,0,3,26,15,9,31,90,99,958,175,0,19165.801053196814,11,2,0,15,0,3,22,13,9,31,70,81,686,89,Extract Method,Extract Method	private testMemForOlderProcesses(smapEnabled boolean) : void extracted from public testMemForOlderProcesses() : void in class org.apache.hadoop.yarn.util.TestProcfsBasedProcessTree"
"08a194fb55b1061fcc8e276994f641f686d22f39,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-common/src/test/java/org/apache/hadoop/yarn/util/TestProcfsBasedProcessTree.java,TestProcfsBasedProcessTree.java,0,25475.185445496067,19,2,0,15,0,3,26,15,9,31,90,99,958,175,0,19165.801053196814,11,2,0,15,0,3,22,13,9,31,70,81,686,89,Extract Method,Extract Method	private testMemForOlderProcesses(smapEnabled boolean) : void extracted from public testMemForOlderProcesses() : void in class org.apache.hadoop.yarn.util.TestProcfsBasedProcessTree"
"ea7d07fd20d0fa64776714cdafeda3471322e8d4,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-common/src/test/java/org/apache/hadoop/yarn/util/TestProcfsBasedProcessTree.java,TestProcfsBasedProcessTree.java,0,25475.185445496067,19,2,0,15,0,3,26,15,9,31,90,99,958,175,0,19165.801053196814,11,2,0,15,0,3,22,13,9,31,70,81,686,89,Extract Method,Extract Method	private testMemForOlderProcesses(smapEnabled boolean) : void extracted from public testMemForOlderProcesses() : void in class org.apache.hadoop.yarn.util.TestProcfsBasedProcessTree"
"ef9634bf796807501e3c1937a8ea8a70205cb990,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-applications/hadoop-yarn-applications-unmanaged-am-launcher/src/test/java/org/apache/hadoop/yarn/applications/unmanagedamlauncher/TestUnmanagedAMLauncher.java,TestUnmanagedAMLauncher.java,21,4550.408312092465,15,1,0,3,0,3,6,5,4,11,45,23,202,0,22,4220.627857215912,12,1,0,3,0,3,6,5,4,11,41,22,189,0,Rename Method,Rename Method	public testDSShell() : void renamed to public testUMALauncher() : void in class org.apache.hadoop.yarn.applications.unmanagedamlauncher.TestUnmanagedAMLauncher"
"ebd254117d409c22fcce0d018581b9862e3238ff,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-applications/hadoop-yarn-applications-unmanaged-am-launcher/src/test/java/org/apache/hadoop/yarn/applications/unmanagedamlauncher/TestUnmanagedAMLauncher.java,TestUnmanagedAMLauncher.java,21,4550.408312092465,15,1,0,3,0,3,6,5,4,11,45,23,202,0,22,4220.627857215912,12,1,0,3,0,3,6,5,4,11,41,22,189,0,Rename Method,Rename Method	public testDSShell() : void renamed to public testUMALauncher() : void in class org.apache.hadoop.yarn.applications.unmanagedamlauncher.TestUnmanagedAMLauncher"
"78587bc0fee9377c37a00136b5ea3213186de4b3,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-applications/hadoop-yarn-applications-unmanaged-am-launcher/src/test/java/org/apache/hadoop/yarn/applications/unmanagedamlauncher/TestUnmanagedAMLauncher.java,TestUnmanagedAMLauncher.java,21,4550.408312092465,15,1,0,3,0,3,6,5,4,11,45,23,202,0,22,4220.627857215912,12,1,0,3,0,3,6,5,4,11,41,22,189,0,Rename Method,Rename Method	public testDSShell() : void renamed to public testUMALauncher() : void in class org.apache.hadoop.yarn.applications.unmanagedamlauncher.TestUnmanagedAMLauncher"
"9db6f98e0b3c244c6d4a14f38207790f6e6f3b85,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/fs/TestLocalFileSystem.java,TestLocalFileSystem.java,4,17874.876539057463,18,1,0,5,0,1,26,22,0,18,115,46,559,31,6,17426.107934066917,17,1,0,5,0,1,23,20,0,18,101,43,495,28,Rename Method,Rename Method	public testMkdirs() : void renamed to public testCreateFileAndMkdirs() : void in class org.apache.hadoop.fs.TestLocalFileSystem"
"70a254314a746f477f8cea62c3d10fa4759ac64b,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/fs/TestLocalFileSystem.java,TestLocalFileSystem.java,4,17781.824571274847,18,1,0,5,0,1,26,22,0,18,115,46,559,31,6,17333.297916459378,17,1,0,5,0,1,23,20,0,18,100,43,490,28,Rename Method,Rename Method	public testMkdirs() : void renamed to public testCreateFileAndMkdirs() : void in class org.apache.hadoop.fs.TestLocalFileSystem"
"45bdf4f8b22de48e4517da39de744987ed4a71a2,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/fs/TestLocalFileSystem.java,TestLocalFileSystem.java,4,17781.824571274847,18,1,0,5,0,1,26,22,0,18,115,46,559,31,6,17333.297916459378,17,1,0,5,0,1,23,20,0,18,100,43,490,28,Rename Method,Rename Method	public testMkdirs() : void renamed to public testCreateFileAndMkdirs() : void in class org.apache.hadoop.fs.TestLocalFileSystem"
"640a097533e0883bf49504673228d5a327089b44,hadoop-tools/hadoop-distcp/src/test/java/org/apache/hadoop/tools/TestFileBasedCopyListing.java,TestFileBasedCopyListing.java,6,12203.642642068668,20,1,0,6,0,6,33,17,3,20,44,58,447,172,6,11876.551403071933,20,1,0,6,0,6,33,17,3,20,41,56,440,172,Inline Method,Inline Method	private runTest(listFile Path, target Path) : void inlined to public testSingleDirTargetPresent() : void in class org.apache.hadoop.tools.TestFileBasedCopyListing"
"c5b59477775c797944db4992e8a70289ba2895ed,hadoop-tools/hadoop-distcp/src/test/java/org/apache/hadoop/tools/TestFileBasedCopyListing.java,TestFileBasedCopyListing.java,6,12203.642642068668,20,1,0,6,0,6,33,17,3,20,44,58,447,172,6,11876.551403071933,20,1,0,6,0,6,33,17,3,20,41,56,440,172,Inline Method,Inline Method	private runTest(listFile Path, target Path) : void inlined to public testSingleDirTargetPresent() : void in class org.apache.hadoop.tools.TestFileBasedCopyListing"
"8af07085802b049a7405fcef2550a34c95470700,hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/tools/offlineImageViewer/TestOfflineImageViewer.java,TestOfflineImageViewer.java,12,9555.91999116684,27,1,0,7,1,6,13,8,4,13,94,31,355,35,16,9343.743141163017,24,1,0,7,1,6,9,7,3,11,77,21,285,3,Extract Method,Extract Method	private compareFile(expected FileStatus, status FileStatus) : void extracted from public testWebImageViewer() : void in class org.apache.hadoop.hdfs.tools.offlineImageViewer.TestOfflineImageViewer"
"29bdcc24d68ff82a0c0fc434ca68dc975bdc8648,hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/tools/offlineImageViewer/TestOfflineImageViewer.java,TestOfflineImageViewer.java,12,9555.91999116684,27,1,0,7,1,6,13,8,4,13,94,31,355,35,16,9343.743141163017,24,1,0,7,1,6,9,7,3,11,77,21,285,3,Extract Method,Extract Method	private compareFile(expected FileStatus, status FileStatus) : void extracted from public testWebImageViewer() : void in class org.apache.hadoop.hdfs.tools.offlineImageViewer.TestOfflineImageViewer"
"ded9acb72df67b2c40767bc28087aa6143997178,hadoop-tools/hadoop-distcp/src/test/java/org/apache/hadoop/tools/TestFileBasedCopyListing.java,TestFileBasedCopyListing.java,6,12203.642642068668,20,1,0,6,0,6,33,17,3,20,44,58,447,172,6,11876.551403071933,20,1,0,6,0,6,33,17,3,20,41,56,440,172,Inline Method,Inline Method	private runTest(listFile Path, target Path) : void inlined to public testSingleDirTargetPresent() : void in class org.apache.hadoop.tools.TestFileBasedCopyListing"
"cfc97a4e88dcebb3e1098e8915e57aaff072414d,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/test/java/org/apache/hadoop/yarn/server/resourcemanager/scheduler/fair/TestQueueManager.java,TestQueueManager.java,30,2478.341189409944,10,1,0,3,0,0,5,4,0,0,26,6,125,0,34,1780.075337052481,10,1,0,3,0,0,3,2,0,0,18,4,88,0,Rename Method,Rename Method	private updateConfiguredQueues(queueMgr QueueManager, confQueues String[]) : void renamed to private updateConfiguredLeafQueues(queueMgr QueueManager, confLeafQueues String[]) : void in class org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair.TestQueueManager"
"4518a0db27f151bdac29974cb76e0ca830c299a9,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/test/java/org/apache/hadoop/yarn/server/resourcemanager/scheduler/fair/TestQueueManager.java,TestQueueManager.java,30,2478.341189409944,10,1,0,3,0,0,5,4,0,0,26,6,125,0,34,1780.075337052481,10,1,0,3,0,0,3,2,0,0,18,4,88,0,Rename Method,Rename Method	private updateConfiguredQueues(queueMgr QueueManager, confQueues String[]) : void renamed to private updateConfiguredLeafQueues(queueMgr QueueManager, confLeafQueues String[]) : void in class org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair.TestQueueManager"
"f131dba8a3d603a5d15c4f035ed3da75b4daf0dc,hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/server/namenode/TestINodeFile.java,TestINodeFile.java,0,32567.655959247855,45,1,0,6,1,4,39,25,4,6,153,83,968,509,0,32637.536897761718,41,1,0,6,1,3,34,21,3,6,137,78,941,371,Rename Method,Rename Method	public testWriteToRenamedFile() : void renamed to public testWriteToDeletedFile() : void in class org.apache.hadoop.hdfs.server.namenode.TestINodeFile"
"fea7cd3c12662116233c9c7408081a47dff9fced,hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/server/namenode/TestINodeFile.java,TestINodeFile.java,0,31277.26417582906,45,1,0,6,1,4,39,25,4,6,153,83,968,509,0,31347.80188434376,41,1,0,6,1,3,33,20,3,3,137,76,908,338,Rename Method,Rename Method	public testWriteToRenamedFile() : void renamed to public testWriteToDeletedFile() : void in class org.apache.hadoop.hdfs.server.namenode.TestINodeFile"
"6e55f3b4ba91506a1c7131419594f9c87ca7ed72,hadoop-hdfs-project/hadoop-hdfs/src/test/java/org/apache/hadoop/hdfs/server/namenode/TestINodeFile.java,TestINodeFile.java,0,33692.287251200054,45,1,0,6,1,4,39,25,4,6,153,83,968,509,0,33763.06152893969,44,1,0,6,1,3,35,22,3,6,145,79,960,381,Rename Method,Rename Method	public testWriteToRenamedFile() : void renamed to public testWriteToDeletedFile() : void in class org.apache.hadoop.hdfs.server.namenode.TestINodeFile"
"6e55f3b4ba91506a1c7131419594f9c87ca7ed72,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/test/java/org/apache/hadoop/yarn/server/resourcemanager/scheduler/fair/TestQueueManager.java,TestQueueManager.java,30,2478.341189409944,10,1,0,3,0,0,5,4,0,0,26,6,125,0,34,1780.075337052481,10,1,0,3,0,0,3,2,0,0,18,4,88,0,Rename Method,Rename Method	private updateConfiguredQueues(queueMgr QueueManager, confQueues String[]) : void renamed to private updateConfiguredLeafQueues(queueMgr QueueManager, confLeafQueues String[]) : void in class org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair.TestQueueManager"
"3671a5e16fbddbe5a0516289ce98e1305e02291c,hadoop-tools/hadoop-distcp/src/test/java/org/apache/hadoop/tools/mapred/TestCopyMapper.java,TestCopyMapper.java,0,32447.555514413278,28,1,0,9,0,9,35,16,14,95,107,121,911,59,0,30502.736322016193,27,1,0,9,0,9,31,15,12,92,99,114,853,75,Extract Method,Extract Method	private verifyCopy(fs FileSystem, preserveChecksum boolean) : void extracted from private testCopy(preserveChecksum boolean) : void in class org.apache.hadoop.tools.mapred.TestCopyMapper"
"50acb4032f422684d418f531cc4e52463eed5bbe,hadoop-tools/hadoop-distcp/src/test/java/org/apache/hadoop/tools/mapred/TestCopyMapper.java,TestCopyMapper.java,0,32447.555514413278,28,1,0,9,0,9,35,16,14,95,107,121,911,59,0,30502.736322016193,27,1,0,9,0,9,31,15,12,92,99,114,853,75,Extract Method,Extract Method	private verifyCopy(fs FileSystem, preserveChecksum boolean) : void extracted from private testCopy(preserveChecksum boolean) : void in class org.apache.hadoop.tools.mapred.TestCopyMapper"
"333562b767dc64bc75448f336e8735a846b81982,hadoop-tools/hadoop-distcp/src/test/java/org/apache/hadoop/tools/mapred/TestCopyMapper.java,TestCopyMapper.java,0,32447.555514413278,28,1,0,9,0,9,35,16,14,95,107,121,911,59,0,30502.736322016193,27,1,0,9,0,9,31,15,12,92,99,114,853,75,Extract Method,Extract Method	private verifyCopy(fs FileSystem, preserveChecksum boolean) : void extracted from private testCopy(preserveChecksum boolean) : void in class org.apache.hadoop.tools.mapred.TestCopyMapper"
"333562b767dc64bc75448f336e8735a846b81982,hadoop-yarn-project/hadoop-yarn/hadoop-yarn-server/hadoop-yarn-server-resourcemanager/src/test/java/org/apache/hadoop/yarn/server/resourcemanager/scheduler/fair/TestFairScheduler.java,TestFairScheduler.java,0,103265.52719676994,61,2,0,1,0,1,90,86,0,30,211,141,4175,3075,0,108992.67242441062,60,1,0,9,0,3,79,64,0,25,172,127,2362,0,Inline Method,Inline Method	private createSchedulingRequest(memory int, vcores int, queueId String, userId String, numContainers int) : ApplicationAttemptId inlined to public testChoiceOfPreemptedContainers() : void in class org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair.TestFairScheduler"
"02fcb6b6bae7c3fe2a10b00b2a563e4098ff225e,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/net/TestNetworkTopologyWithNodeGroup.java,TestNetworkTopologyWithNodeGroup.java,23,5438.272260144726,7,1,0,4,0,4,9,8,0,0,18,17,176,0,23,5401.668865180762,7,1,0,4,0,4,9,8,0,0,18,17,176,0,Rename Method,Rename Method	public testPseudoSortByDistance() : void renamed to public testSortByDistance() : void in class org.apache.hadoop.net.TestNetworkTopologyWithNodeGroup"
"20882256329a4ba931f32465467e20da9427870c,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/net/TestNetworkTopologyWithNodeGroup.java,TestNetworkTopologyWithNodeGroup.java,23,5438.272260144726,7,1,0,4,0,4,9,8,0,0,18,17,176,0,23,5401.668865180762,7,1,0,4,0,4,9,8,0,0,18,17,176,0,Rename Method,Rename Method	public testPseudoSortByDistance() : void renamed to public testSortByDistance() : void in class org.apache.hadoop.net.TestNetworkTopologyWithNodeGroup"
"bb87b70e37be5cae399645b559f93c44c439c243,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/net/TestNetworkTopologyWithNodeGroup.java,TestNetworkTopologyWithNodeGroup.java,23,5401.668865180762,7,1,0,4,0,4,9,8,0,0,18,17,176,0,23,5438.272260144726,7,1,0,4,0,4,9,8,0,0,18,17,176,0,Rename Method,Rename Method	public testSortByDistance() : void renamed to public testPseudoSortByDistance() : void in class org.apache.hadoop.net.TestNetworkTopologyWithNodeGroup"
"45847e8df1b447ddbc1b683b817a095f2f969190,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/net/TestNetworkTopologyWithNodeGroup.java,TestNetworkTopologyWithNodeGroup.java,23,5438.272260144726,7,1,0,4,0,4,9,8,0,0,18,17,176,0,23,5401.668865180762,7,1,0,4,0,4,9,8,0,0,18,17,176,0,Rename Method,Rename Method	public testPseudoSortByDistance() : void renamed to public testSortByDistance() : void in class org.apache.hadoop.net.TestNetworkTopologyWithNodeGroup"
"e695b4e5a67c1bd2e86c7101d0501695da3b88f5,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/net/TestNetworkTopologyWithNodeGroup.java,TestNetworkTopologyWithNodeGroup.java,23,5438.272260144726,7,1,0,4,0,4,9,8,0,0,18,17,176,0,23,5401.668865180762,7,1,0,4,0,4,9,8,0,0,18,17,176,0,Rename Method,Rename Method	public testPseudoSortByDistance() : void renamed to public testSortByDistance() : void in class org.apache.hadoop.net.TestNetworkTopologyWithNodeGroup"
"8bfbec8cfb7fe7c7affef98b17c1a07b81fe27f0,hadoop-hdfs-project/hadoop-hdfs-httpfs/src/test/java/org/apache/hadoop/fs/http/server/TestHttpFSServer.java,TestHttpFSServer.java,2,19259.522822475705,26,2,0,0,0,0,27,19,1,16,90,49,670,351,11,12651.448704432272,23,2,0,0,0,0,19,15,0,13,66,25,397,171,Rename Method,Rename Method	private getFileStatus(filename String) : String renamed to private getStatus(filename String, command String) : String in class org.apache.hadoop.fs.http.server.TestHttpFSServer"
"cbec85322ff80026e2ad77f5e8ee117115f25cc5,hadoop-hdfs-project/hadoop-hdfs-httpfs/src/test/java/org/apache/hadoop/fs/http/server/TestHttpFSServer.java,TestHttpFSServer.java,2,19259.522822475705,26,2,0,0,0,0,27,19,1,16,90,49,670,351,11,12651.448704432272,23,2,0,0,0,0,19,15,0,13,66,25,397,171,Rename Method,Rename Method	private getFileStatus(filename String) : String renamed to private getStatus(filename String, command String) : String in class org.apache.hadoop.fs.http.server.TestHttpFSServer"
"c5b7236d9c3240f6cefc1782bc7926a678d104f4,hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/net/TestNetworkTopologyWithNodeGroup.java,TestNetworkTopologyWithNodeGroup.java,23,5474.899169948923,7,1,0,4,0,4,9,8,0,0,18,17,176,0,23,5401.668865180762,7,1,0,4,0,4,9,8,0,0,18,17,176,0,Rename Method,Rename Method	public testPseudoSortByDistance() : void renamed to public testSortByDistance() : void in class org.apache.hadoop.net.TestNetworkTopologyWithNodeGroup"
"c5b7236d9c3240f6cefc1782bc7926a678d104f4,hadoop-hdfs-project/hadoop-hdfs-httpfs/src/test/java/org/apache/hadoop/fs/http/server/TestHttpFSServer.java,TestHttpFSServer.java,2,19259.522822475705,26,2,0,0,0,0,27,19,1,16,90,49,670,351,11,12651.448704432272,23,2,0,0,0,0,19,15,0,13,66,25,397,171,Rename Method,Rename Method	private getFileStatus(filename String) : String renamed to private getStatus(filename String, command String) : String in class org.apache.hadoop.fs.http.server.TestHttpFSServer"
"418e91197a07ab84e720a675f7c8e49708196d65,hadoop-hdfs-project/hadoop-hdfs-httpfs/src/test/java/org/apache/hadoop/fs/http/server/TestHttpFSServer.java,TestHttpFSServer.java,2,19259.522822475705,26,2,0,0,0,0,27,19,1,16,90,49,670,351,11,12651.448704432272,23,2,0,0,0,0,19,15,0,13,66,25,397,171,Rename Method,Rename Method	private getFileStatus(filename String) : String renamed to private getStatus(filename String, command String) : String in class org.apache.hadoop.fs.http.server.TestHttpFSServer"
